File ID,Table ID,Sequence Number,Line Number,Start Position,Total Number of Cells in Table,Total Number of Cells in Sequence,Table Title,Subject Area
ACSSF,B05003D,23,0,120,23 CELLS,0,SEX BY AGE BY CITIZENSHIP STATUS (ASIAN ALONE),Foreign Birth
ACSSF,B05003D,23,0,0,,0,Universe:  Asian alone population,
ACSSF,B05003D,23,1,0,,0,Total:,
ACSSF,B05003D,23,2,0,,0,Male:,
ACSSF,B05003D,23,3,0,,0,Under 18 years:,
ACSSF,B05003D,23,4,0,,0,Native,
ACSSF,B05003D,23,5,0,,0,Foreign born:,
ACSSF,B05003D,23,6,0,,0,Naturalized U.S. citizen,
ACSSF,B05003D,23,7,0,,0,Not a U.S. citizen,
ACSSF,B05003D,23,8,0,,0,18 years and over:,
ACSSF,B05003D,23,9,0,,0,Native,
ACSSF,B05003D,23,10,0,,0,Foreign born:,
ACSSF,B05003D,23,11,0,,0,Naturalized U.S. citizen,
ACSSF,B05003D,23,12,0,,0,Not a U.S. citizen,
ACSSF,B05003D,23,13,0,,0,Female:,
ACSSF,B05003D,23,14,0,,0,Under 18 years:,
ACSSF,B05003D,23,15,0,,0,Native,
ACSSF,B05003D,23,16,0,,0,Foreign born:,
ACSSF,B05003D,23,17,0,,0,Naturalized U.S. citizen,
ACSSF,B05003D,23,18,0,,0,Not a U.S. citizen,
ACSSF,B05003D,23,19,0,,0,18 years and over:,
ACSSF,B05003D,23,20,0,,0,Native,
ACSSF,B05003D,23,21,0,,0,Foreign born:,
ACSSF,B05003D,23,22,0,,0,Naturalized U.S. citizen,
ACSSF,B05003D,23,23,0,,0,Not a U.S. citizen,
ACSSF,C05001,23,0,143,5 CELLS,0,CITIZENSHIP STATUS IN THE UNITED STATES,Foreign Birth
ACSSF,C05001,23,0,0,,0,Universe:  Total population in the United States,
ACSSF,C05001,23,1,0,,0,Total:,
ACSSF,C05001,23,2,0,,0,"U.S. citizen, born in the United States",
ACSSF,C05001,23,3,0,,0,"U.S. citizen, born in Puerto Rico, U.S. Island Areas, or born abroad of American parent(s)",
ACSSF,C05001,23,4,0,,0,U.S. citizen by naturalization,
ACSSF,C05001,23,5,0,,0,Not a U.S. citizen,
ACSSF,C05002,23,0,148,8 CELLS,0,PLACE OF BIRTH BY CITIZENSHIP STATUS,Foreign Birth
ACSSF,C05002,23,0,0,,0,Universe: Total population,
ACSSF,C05002,23,1,0,,0,Total:,
ACSSF,C05002,23,2,0,,0,Native:,
ACSSF,C05002,23,3,0,,0,Born in state of residence,
ACSSF,C05002,23,4,0,,0,Born in other state in the United States,
ACSSF,C05002,23,5,0,,0,Born outside the United States:,
ACSSF,C05002,23,6,0,,0,Puerto Rico,
ACSSF,C05002,23,7,0,,0,U.S. Island Areas or born abroad of American parent(s),
ACSSF,C05002,23,8,0,,0,Foreign born,
ACSSF,C05003,23,0,156,15 CELLS,0,SEX BY AGE BY CITIZENSHIP STATUS,Foreign Birth
ACSSF,C05003,23,0,0,,0,Universe: Total population,
ACSSF,C05003,23,1,0,,0,Total:,
ACSSF,C05003,23,2,0,,0,Male:,
ACSSF,C05003,23,3,0,,0,Under 18 years:,
ACSSF,C05003,23,4,0,,0,Native,
ACSSF,C05003,23,5,0,,0,Foreign born,
ACSSF,C05003,23,6,0,,0,18 years and over:,
ACSSF,C05003,23,7,0,,0,Native,
ACSSF,C05003,23,8,0,,0,Foreign born,
ACSSF,C05003,23,9,0,,0,Female:,
ACSSF,C05003,23,10,0,,0,Under 18 years:,
ACSSF,C05003,23,11,0,,0,Native,
ACSSF,C05003,23,12,0,,0,Foreign born,
ACSSF,C05003,23,13,0,,0,18 years and over:,
ACSSF,C05003,23,14,0,,0,Native,
ACSSF,C05003,23,15,0,,0,Foreign born,
ACSSF,C05003A,23,0,171,15 CELLS,0,SEX BY AGE BY NATIVITY (WHITE ALONE),Foreign Birth
ACSSF,C05003A,23,0,0,,0,Universe:  White alone population,
ACSSF,C05003A,23,1,0,,0,Total:,
ACSSF,C05003A,23,2,0,,0,Male:,
ACSSF,C05003A,23,3,0,,0,Under 18 years:,
ACSSF,C05003A,23,4,0,,0,Native,
ACSSF,C05003A,23,5,0,,0,Foreign born,
ACSSF,C05003A,23,6,0,,0,18 years and over:,
ACSSF,C05003A,23,7,0,,0,Native,
ACSSF,C05003A,23,8,0,,0,Foreign born,
ACSSF,C05003A,23,9,0,,0,Female:,
ACSSF,C05003A,23,10,0,,0,Under 18 years:,
ACSSF,C05003A,23,11,0,,0,Native,
ACSSF,C05003A,23,12,0,,0,Foreign born,
ACSSF,C05003A,23,13,0,,0,18 years and over:,
ACSSF,C05003A,23,14,0,,0,Native,
ACSSF,C05003A,23,15,0,,0,Foreign born,
ACSSF,C05003B,23,0,186,15 CELLS,0,SEX BY AGE BY NATIVITY (BLACK OR AFRICAN AMERICAN ALONE),Foreign Birth
ACSSF,C05003B,23,0,0,,0,Universe:  Black or African American alone population,
ACSSF,C05003B,23,1,0,,0,Total:,
ACSSF,C05003B,23,2,0,,0,Male:,
ACSSF,C05003B,23,3,0,,0,Under 18 years:,
ACSSF,C05003B,23,4,0,,0,Native,
ACSSF,C05003B,23,5,0,,0,Foreign born,
ACSSF,C05003B,23,6,0,,0,18 years and over:,
ACSSF,C05003B,23,7,0,,0,Native,
ACSSF,C05003B,23,8,0,,0,Foreign born,
ACSSF,C05003B,23,9,0,,0,Female:,
ACSSF,C05003B,23,10,0,,0,Under 18 years:,
ACSSF,C05003B,23,11,0,,0,Native,
ACSSF,C05003B,23,12,0,,0,Foreign born,
ACSSF,C05003B,23,13,0,,0,18 years and over:,
ACSSF,C05003B,23,14,0,,0,Native,
ACSSF,C05003B,23,15,0,,0,Foreign born,
ACSSF,C05003C,23,0,201,15 CELLS,0,SEX BY AGE BY NATIVITY (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Foreign Birth
ACSSF,C05003C,23,0,0,,0,Universe:  American Indian and Alaska Native alone population,
ACSSF,C05003C,23,1,0,,0,Total:,
ACSSF,C05003C,23,2,0,,0,Male:,
ACSSF,C05003C,23,3,0,,0,Under 18 years:,
ACSSF,C05003C,23,4,0,,0,Native,
ACSSF,C05003C,23,5,0,,0,Foreign born,
ACSSF,C05003C,23,6,0,,0,18 years and over:,
ACSSF,C05003C,23,7,0,,0,Native,
ACSSF,C05003C,23,8,0,,0,Foreign born,
ACSSF,C05003C,23,9,0,,0,Female:,
ACSSF,C05003C,23,10,0,,0,Under 18 years:,
ACSSF,C05003C,23,11,0,,0,Native,
ACSSF,C05003C,23,12,0,,0,Foreign born,
ACSSF,C05003C,23,13,0,,0,18 years and over:,
ACSSF,C05003C,23,14,0,,0,Native,
ACSSF,C05003C,23,15,0,,0,Foreign born,
ACSSF,C05003D,23,0,216,15 CELLS,224,SEX BY AGE BY NATIVITY (ASIAN ALONE),Foreign Birth
ACSSF,C05003D,23,0,0,,0,Universe:  Asian alone population,
ACSSF,C05003D,23,1,0,,0,Total:,
ACSSF,C05003D,23,2,0,,0,Male:,
ACSSF,C05003D,23,3,0,,0,Under 18 years:,
ACSSF,C05003D,23,4,0,,0,Native,
ACSSF,C05003D,23,5,0,,0,Foreign born,
ACSSF,C05003D,23,6,0,,0,18 years and over:,
ACSSF,C05003D,23,7,0,,0,Native,
ACSSF,C05003D,23,8,0,,0,Foreign born,
ACSSF,C05003D,23,9,0,,0,Female:,
ACSSF,C05003D,23,10,0,,0,Under 18 years:,
ACSSF,C05003D,23,11,0,,0,Native,
ACSSF,C05003D,23,12,0,,0,Foreign born,
ACSSF,C05003D,23,13,0,,0,18 years and over:,
ACSSF,C05003D,23,14,0,,0,Native,
ACSSF,C05003D,23,15,0,,0,Foreign born,
ACSSF,B05003E,24,0,7,23 CELLS,0,SEX BY AGE BY CITIZENSHIP STATUS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Foreign Birth
ACSSF,B05003E,24,0,0,,0,Universe:  Native Hawaiian and Other Pacific Islander alone population,
ACSSF,B05003E,24,1,0,,0,Total:,
ACSSF,B05003E,24,2,0,,0,Male:,
ACSSF,B05003E,24,3,0,,0,Under 18 years:,
ACSSF,B05003E,24,4,0,,0,Native,
ACSSF,B05003E,24,5,0,,0,Foreign born:,
ACSSF,B05003E,24,6,0,,0,Naturalized U.S. citizen,
ACSSF,B05003E,24,7,0,,0,Not a U.S. citizen,
ACSSF,B05003E,24,8,0,,0,18 years and over:,
ACSSF,B05003E,24,9,0,,0,Native,
ACSSF,B05003E,24,10,0,,0,Foreign born:,
ACSSF,B05003E,24,11,0,,0,Naturalized U.S. citizen,
ACSSF,B05003E,24,12,0,,0,Not a U.S. citizen,
ACSSF,B05003E,24,13,0,,0,Female:,
ACSSF,B05003E,24,14,0,,0,Under 18 years:,
ACSSF,B05003E,24,15,0,,0,Native,
ACSSF,B05003E,24,16,0,,0,Foreign born:,
ACSSF,B05003E,24,17,0,,0,Naturalized U.S. citizen,
ACSSF,B05003E,24,18,0,,0,Not a U.S. citizen,
ACSSF,B05003E,24,19,0,,0,18 years and over:,
ACSSF,B05003E,24,20,0,,0,Native,
ACSSF,B05003E,24,21,0,,0,Foreign born:,
ACSSF,B05003E,24,22,0,,0,Naturalized U.S. citizen,
ACSSF,B05003E,24,23,0,,0,Not a U.S. citizen,
ACSSF,B05003F,24,0,30,23 CELLS,0,SEX BY AGE BY CITIZENSHIP STATUS (SOME OTHER RACE ALONE),Foreign Birth
ACSSF,B05003F,24,0,0,,0,Universe:  Some other race alone population,
ACSSF,B05003F,24,1,0,,0,Total:,
ACSSF,B05003F,24,2,0,,0,Male:,
ACSSF,B05003F,24,3,0,,0,Under 18 years:,
ACSSF,B05003F,24,4,0,,0,Native,
ACSSF,B05003F,24,5,0,,0,Foreign born:,
ACSSF,B05003F,24,6,0,,0,Naturalized U.S. citizen,
ACSSF,B05003F,24,7,0,,0,Not a U.S. citizen,
ACSSF,B05003F,24,8,0,,0,18 years and over:,
ACSSF,B05003F,24,9,0,,0,Native,
ACSSF,B05003F,24,10,0,,0,Foreign born:,
ACSSF,B05003F,24,11,0,,0,Naturalized U.S. citizen,
ACSSF,B05003F,24,12,0,,0,Not a U.S. citizen,
ACSSF,B05003F,24,13,0,,0,Female:,
ACSSF,B05003F,24,14,0,,0,Under 18 years:,
ACSSF,B05003F,24,15,0,,0,Native,
ACSSF,B05003F,24,16,0,,0,Foreign born:,
ACSSF,B05003F,24,17,0,,0,Naturalized U.S. citizen,
ACSSF,B05003F,24,18,0,,0,Not a U.S. citizen,
ACSSF,B05003F,24,19,0,,0,18 years and over:,
ACSSF,B05003F,24,20,0,,0,Native,
ACSSF,B05003F,24,21,0,,0,Foreign born:,
ACSSF,B05003F,24,22,0,,0,Naturalized U.S. citizen,
ACSSF,B05003F,24,23,0,,0,Not a U.S. citizen,
ACSSF,B05003G,24,0,53,23 CELLS,0,SEX BY AGE BY CITIZENSHIP STATUS (TWO OR MORE RACES),Foreign Birth
ACSSF,B05003G,24,0,0,,0,Universe:  Two or more races population,
ACSSF,B05003G,24,1,0,,0,Total:,
ACSSF,B05003G,24,2,0,,0,Male:,
ACSSF,B05003G,24,3,0,,0,Under 18 years:,
ACSSF,B05003G,24,4,0,,0,Native,
ACSSF,B05003G,24,5,0,,0,Foreign born:,
ACSSF,B05003G,24,6,0,,0,Naturalized U.S. citizen,
ACSSF,B05003G,24,7,0,,0,Not a U.S. citizen,
ACSSF,B05003G,24,8,0,,0,18 years and over:,
ACSSF,B05003G,24,9,0,,0,Native,
ACSSF,B05003G,24,10,0,,0,Foreign born:,
ACSSF,B05003G,24,11,0,,0,Naturalized U.S. citizen,
ACSSF,B05003G,24,12,0,,0,Not a U.S. citizen,
ACSSF,B05003G,24,13,0,,0,Female:,
ACSSF,B05003G,24,14,0,,0,Under 18 years:,
ACSSF,B05003G,24,15,0,,0,Native,
ACSSF,B05003G,24,16,0,,0,Foreign born:,
ACSSF,B05003G,24,17,0,,0,Naturalized U.S. citizen,
ACSSF,B05003G,24,18,0,,0,Not a U.S. citizen,
ACSSF,B05003G,24,19,0,,0,18 years and over:,
ACSSF,B05003G,24,20,0,,0,Native,
ACSSF,B05003G,24,21,0,,0,Foreign born:,
ACSSF,B05003G,24,22,0,,0,Naturalized U.S. citizen,
ACSSF,B05003G,24,23,0,,0,Not a U.S. citizen,
ACSSF,B05003H,24,0,76,23 CELLS,0,"SEX BY AGE BY CITIZENSHIP STATUS (WHITE ALONE, NOT HISPANIC OR LATINO)",Foreign Birth
ACSSF,B05003H,24,0,0,,0,"Universe:  White alone, not Hispanic or Latino population",
ACSSF,B05003H,24,1,0,,0,Total:,
ACSSF,B05003H,24,2,0,,0,Male:,
ACSSF,B05003H,24,3,0,,0,Under 18 years:,
ACSSF,B05003H,24,4,0,,0,Native,
ACSSF,B05003H,24,5,0,,0,Foreign born:,
ACSSF,B05003H,24,6,0,,0,Naturalized U.S. citizen,
ACSSF,B05003H,24,7,0,,0,Not a U.S. citizen,
ACSSF,B05003H,24,8,0,,0,18 years and over:,
ACSSF,B05003H,24,9,0,,0,Native,
ACSSF,B05003H,24,10,0,,0,Foreign born:,
ACSSF,B05003H,24,11,0,,0,Naturalized U.S. citizen,
ACSSF,B05003H,24,12,0,,0,Not a U.S. citizen,
ACSSF,B05003H,24,13,0,,0,Female:,
ACSSF,B05003H,24,14,0,,0,Under 18 years:,
ACSSF,B05003H,24,15,0,,0,Native,
ACSSF,B05003H,24,16,0,,0,Foreign born:,
ACSSF,B05003H,24,17,0,,0,Naturalized U.S. citizen,
ACSSF,B05003H,24,18,0,,0,Not a U.S. citizen,
ACSSF,B05003H,24,19,0,,0,18 years and over:,
ACSSF,B05003H,24,20,0,,0,Native,
ACSSF,B05003H,24,21,0,,0,Foreign born:,
ACSSF,B05003H,24,22,0,,0,Naturalized U.S. citizen,
ACSSF,B05003H,24,23,0,,0,Not a U.S. citizen,
ACSSF,B05003I,24,0,99,23 CELLS,0,SEX BY AGE BY CITIZENSHIP STATUS (HISPANIC OR LATINO),Foreign Birth
ACSSF,B05003I,24,0,0,,0,Universe:  Hispanic or Latino population,
ACSSF,B05003I,24,1,0,,0,Total:,
ACSSF,B05003I,24,2,0,,0,Male:,
ACSSF,B05003I,24,3,0,,0,Under 18 years:,
ACSSF,B05003I,24,4,0,,0,Native,
ACSSF,B05003I,24,5,0,,0,Foreign born:,
ACSSF,B05003I,24,6,0,,0,Naturalized U.S. citizen,
ACSSF,B05003I,24,7,0,,0,Not a U.S. citizen,
ACSSF,B05003I,24,8,0,,0,18 years and over:,
ACSSF,B05003I,24,9,0,,0,Native,
ACSSF,B05003I,24,10,0,,0,Foreign born:,
ACSSF,B05003I,24,11,0,,0,Naturalized U.S. citizen,
ACSSF,B05003I,24,12,0,,0,Not a U.S. citizen,
ACSSF,B05003I,24,13,0,,0,Female:,
ACSSF,B05003I,24,14,0,,0,Under 18 years:,
ACSSF,B05003I,24,15,0,,0,Native,
ACSSF,B05003I,24,16,0,,0,Foreign born:,
ACSSF,B05003I,24,17,0,,0,Naturalized U.S. citizen,
ACSSF,B05003I,24,18,0,,0,Not a U.S. citizen,
ACSSF,B05003I,24,19,0,,0,18 years and over:,
ACSSF,B05003I,24,20,0,,0,Native,
ACSSF,B05003I,24,21,0,,0,Foreign born:,
ACSSF,B05003I,24,22,0,,0,Naturalized U.S. citizen,
ACSSF,B05003I,24,23,0,,0,Not a U.S. citizen,
ACSSF,B05004,24,0,122,15 CELLS,0,MEDIAN AGE BY CITIZENSHIP STATUS BY SEX,Foreign Birth
ACSSF,B05004,24,0,0,,0,Universe:  Total population,
ACSSF,B05004,24,1,0,,0,Total:,
ACSSF,B05004,24,2,0,,0,Male,
ACSSF,B05004,24,3,0,,0,Female,
ACSSF,B05004,24,4,0,,0,Native:,
ACSSF,B05004,24,5,0,,0,Male,
ACSSF,B05004,24,6,0,,0,Female,
ACSSF,B05004,24,7,0,,0,Foreign born:,
ACSSF,B05004,24,8,0,,0,Male,
ACSSF,B05004,24,9,0,,0,Female,
ACSSF,B05004,24,10,0,,0,Naturalized U.S. citizen:,
ACSSF,B05004,24,11,0,,0,Male,
ACSSF,B05004,24,12,0,,0,Female,
ACSSF,B05004,24,13,0,,0,Not a U.S. citizen:,
ACSSF,B05004,24,14,0,,0,Male,
ACSSF,B05004,24,15,0,,0,Female,
ACSSF,B05005,24,0,137,21 CELLS,0,YEAR OF ENTRY BY CITIZENSHIP STATUS IN THE UNITED STATES,Foreign Birth
ACSSF,B05005,24,0,0,,0,Universe:  Population born outside the United States,
ACSSF,B05005,24,1,0,,0,Total:,
ACSSF,B05005,24,2,0,,0,Entered 2000 or later:,
ACSSF,B05005,24,3,0,,0,Native,
ACSSF,B05005,24,4,0,,0,Foreign born:,
ACSSF,B05005,24,5,0,,0,Naturalized U.S. citizen,
ACSSF,B05005,24,6,0,,0,Not a U.S. citizen,
ACSSF,B05005,24,7,0,,0,Entered 1990 to 1999:,
ACSSF,B05005,24,8,0,,0,Native,
ACSSF,B05005,24,9,0,,0,Foreign born:,
ACSSF,B05005,24,10,0,,0,Naturalized U.S. citizen,
ACSSF,B05005,24,11,0,,0,Not a U.S. citizen,
ACSSF,B05005,24,12,0,,0,Entered 1980 to 1989:,
ACSSF,B05005,24,13,0,,0,Native,
ACSSF,B05005,24,14,0,,0,Foreign born:,
ACSSF,B05005,24,15,0,,0,Naturalized U.S. citizen,
ACSSF,B05005,24,16,0,,0,Not a U.S. citizen,
ACSSF,B05005,24,17,0,,0,Entered before 1980:,
ACSSF,B05005,24,18,0,,0,Native,
ACSSF,B05005,24,19,0,,0,Foreign born:,
ACSSF,B05005,24,20,0,,0,Naturalized U.S. citizen,
ACSSF,B05005,24,21,0,,0,Not a U.S. citizen,
ACSSF,C05003E,24,0,158,15 CELLS,0,SEX BY AGE BY NATIVITY (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Foreign Birth
ACSSF,C05003E,24,0,0,,0,Universe:  Native Hawaiian and Other Pacific Islander alone population,
ACSSF,C05003E,24,1,0,,0,Total:,
ACSSF,C05003E,24,2,0,,0,Male:,
ACSSF,C05003E,24,3,0,,0,Under 18 years:,
ACSSF,C05003E,24,4,0,,0,Native,
ACSSF,C05003E,24,5,0,,0,Foreign born,
ACSSF,C05003E,24,6,0,,0,18 years and over:,
ACSSF,C05003E,24,7,0,,0,Native,
ACSSF,C05003E,24,8,0,,0,Foreign born,
ACSSF,C05003E,24,9,0,,0,Female:,
ACSSF,C05003E,24,10,0,,0,Under 18 years:,
ACSSF,C05003E,24,11,0,,0,Native,
ACSSF,C05003E,24,12,0,,0,Foreign born,
ACSSF,C05003E,24,13,0,,0,18 years and over:,
ACSSF,C05003E,24,14,0,,0,Native,
ACSSF,C05003E,24,15,0,,0,Foreign born,
ACSSF,C05003F,24,0,173,15 CELLS,0,SEX BY AGE BY NATIVITY (SOME OTHER RACE ALONE),Foreign Birth
ACSSF,C05003F,24,0,0,,0,Universe:  Some other race alone population,
ACSSF,C05003F,24,1,0,,0,Total:,
ACSSF,C05003F,24,2,0,,0,Male:,
ACSSF,C05003F,24,3,0,,0,Under 18 years:,
ACSSF,C05003F,24,4,0,,0,Native,
ACSSF,C05003F,24,5,0,,0,Foreign born,
ACSSF,C05003F,24,6,0,,0,18 years and over:,
ACSSF,C05003F,24,7,0,,0,Native,
ACSSF,C05003F,24,8,0,,0,Foreign born,
ACSSF,C05003F,24,9,0,,0,Female:,
ACSSF,C05003F,24,10,0,,0,Under 18 years:,
ACSSF,C05003F,24,11,0,,0,Native,
ACSSF,C05003F,24,12,0,,0,Foreign born,
ACSSF,C05003F,24,13,0,,0,18 years and over:,
ACSSF,C05003F,24,14,0,,0,Native,
ACSSF,C05003F,24,15,0,,0,Foreign born,
ACSSF,C05003G,24,0,188,15 CELLS,0,SEX BY AGE BY NATIVITY (TWO OR MORE RACES),Foreign Birth
ACSSF,C05003G,24,0,0,,0,Universe:  Two or more races population,
ACSSF,C05003G,24,1,0,,0,Total:,
ACSSF,C05003G,24,2,0,,0,Male:,
ACSSF,C05003G,24,3,0,,0,Under 18 years:,
ACSSF,C05003G,24,4,0,,0,Native,
ACSSF,C05003G,24,5,0,,0,Foreign born,
ACSSF,C05003G,24,6,0,,0,18 years and over:,
ACSSF,C05003G,24,7,0,,0,Native,
ACSSF,C05003G,24,8,0,,0,Foreign born,
ACSSF,C05003G,24,9,0,,0,Female:,
ACSSF,C05003G,24,10,0,,0,Under 18 years:,
ACSSF,C05003G,24,11,0,,0,Native,
ACSSF,C05003G,24,12,0,,0,Foreign born,
ACSSF,C05003G,24,13,0,,0,18 years and over:,
ACSSF,C05003G,24,14,0,,0,Native,
ACSSF,C05003G,24,15,0,,0,Foreign born,
ACSSF,C05003H,24,0,203,15 CELLS,0,"SEX BY AGE BY NATIVITY (WHITE ALONE, NOT HISPANIC OR LATINO)",Foreign Birth
ACSSF,C05003H,24,0,0,,0,"Universe:  White alone, not Hispanic or Latino population",
ACSSF,C05003H,24,1,0,,0,Total:,
ACSSF,C05003H,24,2,0,,0,Male:,
ACSSF,C05003H,24,3,0,,0,Under 18 years:,
ACSSF,C05003H,24,4,0,,0,Native,
ACSSF,C05003H,24,5,0,,0,Foreign born,
ACSSF,C05003H,24,6,0,,0,18 years and over:,
ACSSF,C05003H,24,7,0,,0,Native,
ACSSF,C05003H,24,8,0,,0,Foreign born,
ACSSF,C05003H,24,9,0,,0,Female:,
ACSSF,C05003H,24,10,0,,0,Under 18 years:,
ACSSF,C05003H,24,11,0,,0,Native,
ACSSF,C05003H,24,12,0,,0,Foreign born,
ACSSF,C05003H,24,13,0,,0,18 years and over:,
ACSSF,C05003H,24,14,0,,0,Native,
ACSSF,C05003H,24,15,0,,0,Foreign born,
ACSSF,C05003I,24,0,218,15 CELLS,0,SEX BY AGE BY NATIVITY (HISPANIC OR LATINO),Foreign Birth
ACSSF,C05003I,24,0,0,,0,Universe:  Hispanic or Latino population,
ACSSF,C05003I,24,1,0,,0,Total:,
ACSSF,C05003I,24,2,0,,0,Male:,
ACSSF,C05003I,24,3,0,,0,Under 18 years:,
ACSSF,C05003I,24,4,0,,0,Native,
ACSSF,C05003I,24,5,0,,0,Foreign born,
ACSSF,C05003I,24,6,0,,0,18 years and over:,
ACSSF,C05003I,24,7,0,,0,Native,
ACSSF,C05003I,24,8,0,,0,Foreign born,
ACSSF,C05003I,24,9,0,,0,Female:,
ACSSF,C05003I,24,10,0,,0,Under 18 years:,
ACSSF,C05003I,24,11,0,,0,Native,
ACSSF,C05003I,24,12,0,,0,Foreign born,
ACSSF,C05003I,24,13,0,,0,18 years and over:,
ACSSF,C05003I,24,14,0,,0,Native,
ACSSF,C05003I,24,15,0,,0,Foreign born,
ACSSF,C05005,24,0,233,13 CELLS,239,YEAR OF ENTRY BY NATIVITY IN THE UNITED STATES,Foreign Birth
ACSSF,C05005,24,0,0,,0,Universe:  Population born outside the United States,
ACSSF,C05005,24,1,0,,0,Total:,
ACSSF,C05005,24,2,0,,0,Entered U.S. 2000 or later:,
ACSSF,C05005,24,3,0,,0,Native,
ACSSF,C05005,24,4,0,,0,Foreign born,
ACSSF,C05005,24,5,0,,0,Entered U.S. 1990 to 1999:,
ACSSF,C05005,24,6,0,,0,Native,
ACSSF,C05005,24,7,0,,0,Foreign born,
ACSSF,C05005,24,8,0,,0,Entered U.S. 1980 to 1989:,
ACSSF,C05005,24,9,0,,0,Native,
ACSSF,C05005,24,10,0,,0,Foreign born,
ACSSF,C05005,24,11,0,,0,Entered  U.S. before 1980:,
ACSSF,C05005,24,12,0,,0,Native,
ACSSF,C05005,24,13,0,,0,Foreign born,
ACSSF,B05006,25,0,7,123 CELLS,0,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION,Foreign Birth
ACSSF,B05006,25,0,0,,0,Universe:  Foreign-born population excluding population born at sea,
ACSSF,B05006,25,1,0,,0,Total:,
ACSSF,B05006,25,2,0,,0,Europe:,
ACSSF,B05006,25,3,0,,0,Northern Europe:,
ACSSF,B05006,25,4,0,,0,United Kingdom:,
ACSSF,B05006,25,5,0,,0,"United Kingdom, excluding England and Scotland",
ACSSF,B05006,25,6,0,,0,England,
ACSSF,B05006,25,7,0,,0,Scotland,
ACSSF,B05006,25,8,0,,0,Ireland,
ACSSF,B05006,25,9,0,,0,Other Northern Europe,
ACSSF,B05006,25,10,0,,0,Western Europe:,
ACSSF,B05006,25,11,0,,0,Austria,
ACSSF,B05006,25,12,0,,0,France,
ACSSF,B05006,25,13,0,,0,Germany,
ACSSF,B05006,25,14,0,,0,Netherlands,
ACSSF,B05006,25,15,0,,0,Other Western Europe,
ACSSF,B05006,25,16,0,,0,Southern Europe:,
ACSSF,B05006,25,17,0,,0,Greece,
ACSSF,B05006,25,18,0,,0,Italy,
ACSSF,B05006,25,19,0,,0,Portugal,
ACSSF,B05006,25,20,0,,0,Spain,
ACSSF,B05006,25,21,0,,0,Other Southern Europe,
ACSSF,B05006,25,22,0,,0,Eastern Europe:,
ACSSF,B05006,25,23,0,,0,Croatia,
ACSSF,B05006,25,24,0,,0,Czechoslovakia (includes Czech Republic and Slovakia),
ACSSF,B05006,25,25,0,,0,Hungary,
ACSSF,B05006,25,26,0,,0,Poland,
ACSSF,B05006,25,27,0,,0,Romania,
ACSSF,B05006,25,28,0,,0,Russia,
ACSSF,B05006,25,29,0,,0,Ukraine,
ACSSF,B05006,25,30,0,,0,Bosnia and Herzegovina,
ACSSF,B05006,25,31,0,,0,Yugoslavia,
ACSSF,B05006,25,32,0,,0,Other Eastern Europe,
ACSSF,B05006,25,33,0,,0,"Europe, n.e.c.",
ACSSF,B05006,25,34,0,,0,Asia:,
ACSSF,B05006,25,35,0,,0,Eastern Asia:,
ACSSF,B05006,25,36,0,,0,China:,
ACSSF,B05006,25,37,0,,0,"China, excluding Hong Kong and Taiwan",
ACSSF,B05006,25,38,0,,0,Hong Kong,
ACSSF,B05006,25,39,0,,0,Taiwan,
ACSSF,B05006,25,40,0,,0,Japan,
ACSSF,B05006,25,41,0,,0,Korea,
ACSSF,B05006,25,42,0,,0,Other Eastern Asia,
ACSSF,B05006,25,43,0,,0,South Central Asia:,
ACSSF,B05006,25,44,0,,0,Afghanistan,
ACSSF,B05006,25,45,0,,0,Bangladesh,
ACSSF,B05006,25,46,0,,0,India,
ACSSF,B05006,25,47,0,,0,Iran,
ACSSF,B05006,25,48,0,,0,Pakistan,
ACSSF,B05006,25,49,0,,0,Other South Central Asia,
ACSSF,B05006,25,50,0,,0,South Eastern Asia:,
ACSSF,B05006,25,51,0,,0,Cambodia,
ACSSF,B05006,25,52,0,,0,Indonesia,
ACSSF,B05006,25,53,0,,0,Laos,
ACSSF,B05006,25,54,0,,0,Philippines,
ACSSF,B05006,25,55,0,,0,Thailand,
ACSSF,B05006,25,56,0,,0,Vietnam,
ACSSF,B05006,25,57,0,,0,Other South Eastern Asia,
ACSSF,B05006,25,58,0,,0,Western Asia:,
ACSSF,B05006,25,59,0,,0,Iraq,
ACSSF,B05006,25,60,0,,0,Israel,
ACSSF,B05006,25,61,0,,0,Lebanon,
ACSSF,B05006,25,62,0,,0,Syria,
ACSSF,B05006,25,63,0,,0,Turkey,
ACSSF,B05006,25,64,0,,0,Armenia,
ACSSF,B05006,25,65,0,,0,Other Western Asia,
ACSSF,B05006,25,66,0,,0,"Asia,n.e.c.",
ACSSF,B05006,25,67,0,,0,Africa:,
ACSSF,B05006,25,68,0,,0,Eastern Africa:,
ACSSF,B05006,25,69,0,,0,Ethiopia,
ACSSF,B05006,25,70,0,,0,Kenya,
ACSSF,B05006,25,71,0,,0,Other Eastern Africa,
ACSSF,B05006,25,72,0,,0,Middle Africa,
ACSSF,B05006,25,73,0,,0,Northern Africa:,
